id_pemesanan,id_pelanggan,id_gudang,tanggal_pemesanan,tanggal_pengiriman
5170,6926,6509,6/10/19,6/13/19
5171,5913,6509,6/10/19,6/13/19
5172,8208,6509,6/10/19,6/13/19
5173,6450,4338,6/10/19,6/13/19
5174,5844,8118,6/11/19,6/14/19
5175,2390,8118,6/11/19,6/14/19
5176,8317,8118,6/11/19,6/14/19
5177,4933,8118,6/11/19,6/14/19
5178,4459,8118,6/11/19,6/14/19
5179,5362,8118,6/11/19,6/14/19
5180,3016,8118,6/11/19,6/14/19
5181,3469,8118,6/11/19,6/14/19
5182,3804,8118,6/11/19,6/14/19
5183,8289,8118,6/11/19,6/14/19
5184,1805,8118,6/11/19,6/14/19
5185,2730,8118,6/11/19,6/14/19
5186,2854,8118,6/11/19,6/14/19
5187,8223,8118,6/11/19,6/14/19
5188,7622,8118,6/11/19,6/14/19
5189,7086,8118,6/11/19,6/14/19
5190,1799,8118,6/11/19,6/14/19
5191,9269,8118,6/11/19,6/14/19
5192,1756,8118,6/11/19,6/14/19
5193,3998,2666,6/11/19,6/14/19
5194,7700,2666,6/11/19,6/14/19
5195,7138,2666,6/11/19,6/14/19
5196,2362,2666,6/11/19,6/14/19
5197,9743,2666,6/11/19,6/14/19
5198,8962,2666,6/11/19,6/14/19
5199,7464,2666,6/11/19,6/14/19
5200,6752,2666,6/11/19,6/14/19
5201,1116,2666,6/11/19,6/14/19
5202,8688,6509,6/11/19,6/14/19
5203,2104,6509,6/11/19,6/14/19
5204,4126,6509,6/11/19,6/14/19
5205,6632,6509,6/11/19,6/14/19
5206,1817,8118,6/12/19,6/15/19
5207,8468,8118,6/12/19,6/15/19
5208,9856,8118,6/12/19,6/15/19
5209,3365,8118,6/12/19,6/15/19
5210,2512,8118,6/12/19,6/15/19
5211,1797,8118,6/12/19,6/15/19
5212,5367,8118,6/12/19,6/15/19
5213,6335,8118,6/12/19,6/15/19
5214,2982,2666,6/12/19,6/15/19
5215,1528,2666,6/12/19,6/15/19
5216,5182,2666,6/12/19,6/15/19
5217,7030,2666,6/12/19,6/15/19
5218,7278,2666,6/12/19,6/15/19
5219,3465,2666,6/12/19,6/15/19
5220,9697,2666,6/12/19,6/15/19
5221,8919,9080,6/12/19,6/15/19
5222,6311,9080,6/12/19,6/15/19
5223,2865,1543,6/12/19,6/15/19
5224,7332,1543,6/12/19,6/15/19
5225,3016,1543,6/12/19,6/15/19
5226,1382,6509,6/12/19,6/15/19
5227,9215,6509,6/12/19,6/15/19
5228,2163,6509,6/12/19,6/15/19
5229,9548,6509,6/12/19,6/15/19
5230,5487,6509,6/12/19,6/15/19
5231,3904,6509,6/12/19,6/15/19
5232,8154,8118,6/13/19,6/16/19
5233,3500,8118,6/13/19,6/16/19
5234,2842,8118,6/13/19,6/16/19
5235,4804,8118,6/13/19,6/16/19
5236,2678,8118,6/13/19,6/16/19
5237,3476,8118,6/13/19,6/16/19
5238,1868,8118,6/13/19,6/16/19
5239,7316,2666,6/13/19,6/16/19
5240,1740,2666,6/13/19,6/16/19
5241,9213,2666,6/13/19,6/16/19
5242,2704,2666,6/13/19,6/16/19
5243,9213,2666,6/13/19,6/16/19
5244,4186,2666,6/13/19,6/16/19
5245,7834,2666,6/13/19,6/16/19
5246,3062,2666,6/13/19,6/16/19
5247,4802,2666,6/13/19,6/16/19
5248,6140,2666,6/13/19,6/16/19
5249,6080,9080,6/13/19,6/16/19
5250,7038,6509,6/13/19,6/16/19
5251,3078,6509,6/13/19,6/16/19
5252,2836,6509,6/13/19,6/16/19
5253,4284,4338,6/13/19,6/16/19
5254,8148,8118,6/14/19,6/17/19
5255,6564,8118,6/14/19,6/17/19
5256,9030,8118,6/14/19,6/17/19
5257,5832,8118,6/14/19,6/17/19
5258,3051,8118,6/14/19,6/17/19
5259,5887,8118,6/14/19,6/17/19
5260,2748,8118,6/14/19,6/17/19
5261,7431,8118,6/14/19,6/17/19
5262,8279,8118,6/14/19,6/17/19
5263,8057,2666,6/14/19,6/17/19
5264,3840,2666,6/14/19,6/17/19
5265,5399,2666,6/14/19,6/17/19
5266,3239,2666,6/14/19,6/17/19
5267,4485,2666,6/14/19,6/17/19
5268,3273,2666,6/14/19,6/17/19
5269,3134,2666,6/14/19,6/17/19
5270,3973,2666,6/14/19,6/17/19
5271,4972,2666,6/14/19,6/17/19
5272,7573,2666,6/14/19,6/17/19
5273,3694,2666,6/14/19,6/17/19
5274,8559,9080,6/14/19,6/17/19
5275,2487,1543,6/14/19,6/17/19
5276,4329,6509,6/14/19,6/17/19
5277,4201,6509,6/14/19,6/17/19
5278,9799,6509,6/14/19,6/17/19
5279,5622,6509,6/14/19,6/17/19
5280,3301,6509,6/14/19,6/17/19
5281,8590,6509,6/14/19,6/17/19
5282,8105,6509,6/14/19,6/17/19
5283,6792,6509,6/14/19,6/17/19
5284,2195,6509,6/14/19,6/17/19
5285,9496,8118,6/15/19,6/18/19
5286,4126,8118,6/15/19,6/18/19
5287,6127,8118,6/15/19,6/18/19
5288,2263,8118,6/15/19,6/18/19
5289,3215,2666,6/15/19,6/18/19
5290,3045,2666,6/15/19,6/18/19
5291,7783,2666,6/15/19,6/18/19
5292,5686,2666,6/15/19,6/18/19
5293,3723,2666,6/15/19,6/18/19
5294,5217,2666,6/15/19,6/18/19
5295,9946,9080,6/15/19,6/18/19
5296,4441,9080,6/15/19,6/18/19
5297,6224,9080,6/15/19,6/18/19
5298,6064,9080,6/15/19,6/18/19
5299,4341,1543,6/15/19,6/18/19
5300,4607,6509,6/15/19,6/18/19
5301,8318,6509,6/15/19,6/18/19
5302,2961,6509,6/15/19,6/18/19
5303,1738,6509,6/15/19,6/18/19
5304,3747,6509,6/15/19,6/18/19
5305,3239,6509,6/15/19,6/18/19
5306,1775,4338,6/15/19,6/18/19
5307,1480,4338,6/15/19,6/18/19
5308,4226,4338,6/15/19,6/18/19
5309,4578,4338,6/15/19,6/18/19
5310,6738,8118,6/16/19,6/19/19
5311,1326,8118,6/16/19,6/19/19
5312,2510,8118,6/16/19,6/19/19
5313,9694,8118,6/16/19,6/19/19
5314,9413,8118,6/16/19,6/19/19
5315,2660,8118,6/16/19,6/19/19
5316,2240,8118,6/16/19,6/19/19
5317,1060,8118,6/16/19,6/19/19
5318,9306,2666,6/16/19,6/19/19
5319,6253,2666,6/16/19,6/19/19
5320,2395,2666,6/16/19,6/19/19
5321,9756,2666,6/16/19,6/19/19
5322,3763,2666,6/16/19,6/19/19
5323,8721,2666,6/16/19,6/19/19
5324,3193,2666,6/16/19,6/19/19
5325,1246,2666,6/16/19,6/19/19
5326,6875,2666,6/16/19,6/19/19
5327,3118,9080,6/16/19,6/19/19
5328,2086,6509,6/16/19,6/19/19
5329,6237,6509,6/16/19,6/19/19
5330,9487,6509,6/16/19,6/19/19
5331,9831,6509,6/16/19,6/19/19
5332,7065,6509,6/16/19,6/19/19
5333,2632,6509,6/16/19,6/19/19
5334,2461,4338,6/16/19,6/19/19
5335,6800,8118,6/17/19,6/20/19
5336,9475,8118,6/17/19,6/20/19
5337,8505,8118,6/17/19,6/20/19
5338,7796,8118,6/17/19,6/20/19
5339,3952,2666,6/17/19,6/20/19
5340,2363,2666,6/17/19,6/20/19
5341,5716,2666,6/17/19,6/20/19
5342,1457,2666,6/17/19,6/20/19
5343,5328,2666,6/17/19,6/20/19
5344,2996,2666,6/17/19,6/20/19
5345,4832,2666,6/17/19,6/20/19
5346,5610,2666,6/17/19,6/20/19
5347,1233,2666,6/17/19,6/20/19
5348,8580,1543,6/17/19,6/20/19
5349,9985,1543,6/17/19,6/20/19
5350,6430,1543,6/17/19,6/20/19
5351,1186,1543,6/17/19,6/20/19
5352,5255,1543,6/17/19,6/20/19
5353,2973,6509,6/17/19,6/20/19
5354,9351,6509,6/17/19,6/20/19
5355,6398,6509,6/17/19,6/20/19
5356,6691,6509,6/17/19,6/20/19
5357,5747,6509,6/17/19,6/20/19
5358,7226,6509,6/17/19,6/20/19
5359,4813,6509,6/17/19,6/20/19
5360,6413,6509,6/17/19,6/20/19
5361,7399,8118,6/18/19,6/21/19
5362,2539,8118,6/18/19,6/21/19
5363,2011,8118,6/18/19,6/21/19
5364,2936,8118,6/18/19,6/21/19
5365,9837,8118,6/18/19,6/21/19
5366,7693,8118,6/18/19,6/21/19
5367,7096,2666,6/18/19,6/21/19
5368,1612,2666,6/18/19,6/21/19
5369,4215,2666,6/18/19,6/21/19
5370,3816,2666,6/18/19,6/21/19
5371,4501,2666,6/18/19,6/21/19
5372,2377,2666,6/18/19,6/21/19
5373,3071,2666,6/18/19,6/21/19
5374,6255,9080,6/18/19,6/21/19
5375,2605,9080,6/18/19,6/21/19
5376,9173,1543,6/18/19,6/21/19
5377,4177,1543,6/18/19,6/21/19
5378,6002,1543,6/18/19,6/21/19
5379,3759,6509,6/18/19,6/21/19
5380,8366,6509,6/18/19,6/21/19
5381,4466,8118,6/19/19,6/22/19
5382,3191,8118,6/19/19,6/22/19
5383,6659,8118,6/19/19,6/22/19
5384,7992,2666,6/19/19,6/22/19
5385,6829,2666,6/19/19,6/22/19
5386,1214,2666,6/19/19,6/22/19
5387,2763,2666,6/19/19,6/22/19
5388,1587,2666,6/19/19,6/22/19
5389,5816,6509,6/19/19,6/22/19
5390,9937,6509,6/19/19,6/22/19
5391,1801,6509,6/19/19,6/22/19
5392,3152,6509,6/19/19,6/22/19
5393,9325,6509,6/19/19,6/22/19
5394,6842,6509,6/19/19,6/22/19
5395,5693,6509,6/19/19,6/22/19
5396,9241,6509,6/19/19,6/22/19
5397,7315,6509,6/19/19,6/22/19
5398,3576,6509,6/19/19,6/22/19
5399,2627,4338,6/19/19,6/22/19
5400,4732,8118,6/20/19,6/23/19
5401,6163,8118,6/20/19,6/23/19
5402,3163,8118,6/20/19,6/23/19
5403,3974,2666,6/20/19,6/23/19
5404,8245,2666,6/20/19,6/23/19
5405,3684,2666,6/20/19,6/23/19
5406,5934,2666,6/20/19,6/23/19
5407,1139,2666,6/20/19,6/23/19
5408,7734,9080,6/20/19,6/23/19
5409,5055,9080,6/20/19,6/23/19
5410,2108,6509,6/20/19,6/23/19
5411,6471,6509,6/20/19,6/23/19
5412,9754,6509,6/20/19,6/23/19
5413,7100,6509,6/20/19,6/23/19
5414,1269,6509,6/20/19,6/23/19
5415,4478,6509,6/20/19,6/23/19
5416,3880,6509,6/20/19,6/23/19
5417,2607,6509,6/20/19,6/23/19
5418,8757,6509,6/20/19,6/23/19
5419,9063,6509,6/20/19,6/23/19
5420,9482,4338,6/20/19,6/23/19
5421,1783,4338,6/20/19,6/23/19
5422,8465,8118,6/21/19,6/24/19
5423,4519,8118,6/21/19,6/24/19
5424,1474,8118,6/21/19,6/24/19
5425,4440,8118,6/21/19,6/24/19
5426,7338,8118,6/21/19,6/24/19
5427,1328,8118,6/21/19,6/24/19
5428,3533,2666,6/21/19,6/24/19
5429,4138,2666,6/21/19,6/24/19
5430,6102,2666,6/21/19,6/24/19
5431,5254,2666,6/21/19,6/24/19
5432,6916,2666,6/21/19,6/24/19
5433,8074,2666,6/21/19,6/24/19
5434,7017,2666,6/21/19,6/24/19
5435,2557,2666,6/21/19,6/24/19
5436,4394,2666,6/21/19,6/24/19
5437,8768,2666,6/21/19,6/24/19
5438,4872,2666,6/21/19,6/24/19
5439,5056,9080,6/21/19,6/24/19
5440,2707,6509,6/21/19,6/24/19
5441,9190,6509,6/21/19,6/24/19
5442,9906,6509,6/21/19,6/24/19
5443,7990,6509,6/21/19,6/24/19
5444,3888,6509,6/21/19,6/24/19
5445,5919,6509,6/21/19,6/24/19
5446,5157,6509,6/21/19,6/24/19
5447,5968,6509,6/21/19,6/24/19
5448,1435,8118,6/22/19,6/25/19
5449,5693,8118,6/22/19,6/25/19
5450,5237,8118,6/22/19,6/25/19
5451,1582,8118,6/22/19,6/25/19
5452,1089,8118,6/22/19,6/25/19
5453,4737,8118,6/22/19,6/25/19
5454,6739,8118,6/22/19,6/25/19
5455,9349,8118,6/22/19,6/25/19
5456,3924,8118,6/22/19,6/25/19
5457,3860,2666,6/22/19,6/25/19
5458,6764,2666,6/22/19,6/25/19
5459,7001,2666,6/22/19,6/25/19
5460,9703,2666,6/22/19,6/25/19
5461,5446,2666,6/22/19,6/25/19
5462,9780,2666,6/22/19,6/25/19
5463,1715,2666,6/22/19,6/25/19
5464,3175,9080,6/22/19,6/25/19
5465,5234,1543,6/22/19,6/25/19
5466,1520,6509,6/22/19,6/25/19
5467,9926,6509,6/22/19,6/25/19
5468,3690,6509,6/22/19,6/25/19
5469,4826,6509,6/22/19,6/25/19
5470,6636,6509,6/22/19,6/25/19
5471,7360,4338,6/22/19,6/25/19
5472,4991,4338,6/22/19,6/25/19
5473,7409,4338,6/22/19,6/25/19
5474,7802,8118,6/23/19,6/26/19
5475,3905,8118,6/23/19,6/26/19
5476,6352,8118,6/23/19,6/26/19
5477,9269,8118,6/23/19,6/26/19
5478,5046,8118,6/23/19,6/26/19
5479,1850,8118,6/23/19,6/26/19
5480,1004,8118,6/23/19,6/26/19
5481,7701,8118,6/23/19,6/26/19
5482,7566,8118,6/23/19,6/26/19
5483,6094,8118,6/23/19,6/26/19
5484,7938,8118,6/23/19,6/26/19
5485,8962,2666,6/23/19,6/26/19
5486,7131,2666,6/23/19,6/26/19
5487,4530,2666,6/23/19,6/26/19
5488,2718,9080,6/23/19,6/26/19
5489,4762,9080,6/23/19,6/26/19
5490,9617,9080,6/23/19,6/26/19
5491,5725,6509,6/23/19,6/26/19
5492,5525,6509,6/23/19,6/26/19
5493,5646,6509,6/23/19,6/26/19
5494,6897,6509,6/23/19,6/26/19
5495,9327,6509,6/23/19,6/26/19
5496,8599,8118,6/24/19,6/27/19
5497,4364,8118,6/24/19,6/27/19
5498,7760,8118,6/24/19,6/27/19
5499,8966,8118,6/24/19,6/27/19
5500,1816,8118,6/24/19,6/27/19
5501,1301,8118,6/24/19,6/27/19
5502,3400,8118,6/24/19,6/27/19
5503,2004,8118,6/24/19,6/27/19
5504,4608,2666,6/24/19,6/27/19
5505,9178,2666,6/24/19,6/27/19
5506,7278,2666,6/24/19,6/27/19
5507,8434,2666,6/24/19,6/27/19
5508,7596,2666,6/24/19,6/27/19
5509,2764,2666,6/24/19,6/27/19
5510,3747,2666,6/24/19,6/27/19
5511,9480,2666,6/24/19,6/27/19
5512,7549,2666,6/24/19,6/27/19
5513,4659,2666,6/24/19,6/27/19
5514,4133,9080,6/24/19,6/27/19
5515,6613,1543,6/24/19,6/27/19
5516,5082,1543,6/24/19,6/27/19
5517,9512,1543,6/24/19,6/27/19
5518,4532,6509,6/24/19,6/27/19
5519,3923,6509,6/24/19,6/27/19
5520,1444,6509,6/24/19,6/27/19
5521,4540,6509,6/24/19,6/27/19
5522,3556,4338,6/24/19,6/27/19
5523,9628,4338,6/24/19,6/27/19
5524,7405,4338,6/24/19,6/27/19
5525,7807,8118,6/25/19,6/28/19
5526,4992,8118,6/25/19,6/28/19
5527,5607,8118,6/25/19,6/28/19
5528,7423,8118,6/25/19,6/28/19
5529,2550,8118,6/25/19,6/28/19
5530,6744,8118,6/25/19,6/28/19
5531,8946,8118,6/25/19,6/28/19
5532,3364,2666,6/25/19,6/28/19
5533,8855,2666,6/25/19,6/28/19
5534,5791,2666,6/25/19,6/28/19
5535,6675,2666,6/25/19,6/28/19
5536,5402,2666,6/25/19,6/28/19
5537,2297,2666,6/25/19,6/28/19
5538,6932,2666,6/25/19,6/28/19
5539,7365,2666,6/25/19,6/28/19
5540,9415,2666,6/25/19,6/28/19
5541,8252,2666,6/25/19,6/28/19
5542,3365,2666,6/25/19,6/28/19
5543,1243,2666,6/25/19,6/28/19
5544,8848,2666,6/25/19,6/28/19
5545,5501,2666,6/25/19,6/28/19
5546,8359,2666,6/25/19,6/28/19
5547,4907,2666,6/25/19,6/28/19
5548,2294,9080,6/25/19,6/28/19
5549,6707,9080,6/25/19,6/28/19
5550,5996,9080,6/25/19,6/28/19
5551,8123,1543,6/25/19,6/28/19
5552,8425,6509,6/25/19,6/28/19
5553,4006,6509,6/25/19,6/28/19
5554,8902,6509,6/25/19,6/28/19
5555,8673,6509,6/25/19,6/28/19
5556,8464,6509,6/25/19,6/28/19
5557,6417,6509,6/25/19,6/28/19
5558,9979,6509,6/25/19,6/28/19
5559,5429,4338,6/25/19,6/28/19
5560,1135,8118,6/26/19,6/29/19
5561,8601,8118,6/26/19,6/29/19
5562,9280,8118,6/26/19,6/29/19
5563,6909,8118,6/26/19,6/29/19
5564,6899,8118,6/26/19,6/29/19
5565,8598,8118,6/26/19,6/29/19
5566,2542,8118,6/26/19,6/29/19
5567,9401,8118,6/26/19,6/29/19
5568,3592,2666,6/26/19,6/29/19
5569,8814,2666,6/26/19,6/29/19
5570,9631,2666,6/26/19,6/29/19
5571,3055,2666,6/26/19,6/29/19
5572,3727,2666,6/26/19,6/29/19
5573,3016,2666,6/26/19,6/29/19
5574,9392,2666,6/26/19,6/29/19
5575,3236,2666,6/26/19,6/29/19
5576,3876,2666,6/26/19,6/29/19
5577,3741,2666,6/26/19,6/29/19
5578,6894,2666,6/26/19,6/29/19
5579,6461,2666,6/26/19,6/29/19
5580,7708,2666,6/26/19,6/29/19
5581,6346,9080,6/26/19,6/29/19
5582,9894,9080,6/26/19,6/29/19
5583,5517,9080,6/26/19,6/29/19
5584,5815,6509,6/26/19,6/29/19
5585,8674,6509,6/26/19,6/29/19
5586,5180,6509,6/26/19,6/29/19
5587,7541,6509,6/26/19,6/29/19
5588,9990,6509,6/26/19,6/29/19
5589,1267,6509,6/26/19,6/29/19
5590,7378,6509,6/26/19,6/29/19
5591,6428,6509,6/26/19,6/29/19
5592,5875,6509,6/26/19,6/29/19
5593,6359,6509,6/26/19,6/29/19
5594,2212,6509,6/26/19,6/29/19
5595,1637,6509,6/26/19,6/29/19
5596,7051,4338,6/26/19,6/29/19
5597,6816,8118,6/27/19,6/30/19
5598,6811,8118,6/27/19,6/30/19
5599,2319,8118,6/27/19,6/30/19
5600,4036,8118,6/27/19,6/30/19
5601,3383,8118,6/27/19,6/30/19
5602,2226,8118,6/27/19,6/30/19
5603,8180,2666,6/27/19,6/30/19
5604,5528,2666,6/27/19,6/30/19
5605,2705,2666,6/27/19,6/30/19
5606,8290,2666,6/27/19,6/30/19
5607,8238,2666,6/27/19,6/30/19
5608,9702,2666,6/27/19,6/30/19
5609,6823,2666,6/27/19,6/30/19
5610,3790,9080,6/27/19,6/30/19
5611,9948,6509,6/27/19,6/30/19
5612,3848,6509,6/27/19,6/30/19
5613,8664,6509,6/27/19,6/30/19
5614,6822,6509,6/27/19,6/30/19
5615,7338,6509,6/27/19,6/30/19
5616,6644,4338,6/27/19,6/30/19
5617,3029,8118,6/28/19,7/1/19
5618,8060,8118,6/28/19,7/1/19
5619,4956,8118,6/28/19,7/1/19
5620,2101,8118,6/28/19,7/1/19
5621,2234,8118,6/28/19,7/1/19
5622,5317,8118,6/28/19,7/1/19
5623,1428,8118,6/28/19,7/1/19
5624,6426,2666,6/28/19,7/1/19
5625,8523,2666,6/28/19,7/1/19
5626,9788,2666,6/28/19,7/1/19
5627,4716,2666,6/28/19,7/1/19
5628,9149,2666,6/28/19,7/1/19
5629,9341,2666,6/28/19,7/1/19
5630,2678,2666,6/28/19,7/1/19
5631,2264,2666,6/28/19,7/1/19
5632,5882,9080,6/28/19,7/1/19
5633,9427,1543,6/28/19,7/1/19
5634,4993,1543,6/28/19,7/1/19
5635,8047,1543,6/28/19,7/1/19
5636,7243,6509,6/28/19,7/1/19
5637,7066,6509,6/28/19,7/1/19
5638,5489,6509,6/28/19,7/1/19
5639,2963,6509,6/28/19,7/1/19
5640,1550,4338,6/28/19,7/1/19
5641,9869,8118,6/29/19,7/2/19
5642,9417,8118,6/29/19,7/2/19
5643,2306,8118,6/29/19,7/2/19
5644,2677,8118,6/29/19,7/2/19
5645,7215,8118,6/29/19,7/2/19
5646,9740,8118,6/29/19,7/2/19
5647,4653,8118,6/29/19,7/2/19
5648,2821,2666,6/29/19,7/2/19
5649,2326,2666,6/29/19,7/2/19
5650,8879,2666,6/29/19,7/2/19
5651,8492,2666,6/29/19,7/2/19
5652,5599,2666,6/29/19,7/2/19
5653,2115,2666,6/29/19,7/2/19
5654,7100,2666,6/29/19,7/2/19
5655,5755,2666,6/29/19,7/2/19
5656,3320,2666,6/29/19,7/2/19
5657,9404,2666,6/29/19,7/2/19
5658,5212,9080,6/29/19,7/2/19
5659,9058,9080,6/29/19,7/2/19
5660,2042,6509,6/29/19,7/2/19
5661,7149,6509,6/29/19,7/2/19
5662,8493,6509,6/29/19,7/2/19
5663,9697,6509,6/29/19,7/2/19
5664,1489,6509,6/29/19,7/2/19
5665,7683,8118,6/30/19,7/3/19
5666,4844,8118,6/30/19,7/3/19
5667,1945,8118,6/30/19,7/3/19
5668,6070,8118,6/30/19,7/3/19
5669,9407,8118,6/30/19,7/3/19
5670,9700,8118,6/30/19,7/3/19
5671,2916,8118,6/30/19,7/3/19
5672,9274,8118,6/30/19,7/3/19
5673,7250,2666,6/30/19,7/3/19
5674,2990,2666,6/30/19,7/3/19
5675,1518,2666,6/30/19,7/3/19
5676,5223,2666,6/30/19,7/3/19
5677,2574,2666,6/30/19,7/3/19
5678,3393,2666,6/30/19,7/3/19
5679,5028,2666,6/30/19,7/3/19
5680,4223,2666,6/30/19,7/3/19
5681,7640,2666,6/30/19,7/3/19
5682,4756,2666,6/30/19,7/3/19
5683,6011,2666,6/30/19,7/3/19
5684,8059,2666,6/30/19,7/3/19
5685,4751,9080,6/30/19,7/3/19
5686,3114,9080,6/30/19,7/3/19
5687,2370,1543,6/30/19,7/3/19
5688,5289,1543,6/30/19,7/3/19
5689,5537,6509,6/30/19,7/3/19
5690,6407,6509,6/30/19,7/3/19
5691,7185,6509,6/30/19,7/3/19
5692,4118,6509,6/30/19,7/3/19
5693,8325,6509,6/30/19,7/3/19
5694,3282,6509,6/30/19,7/3/19
5695,6852,8118,7/1/19,7/4/19
5696,4933,8118,7/1/19,7/4/19
5697,4897,8118,7/1/19,7/4/19
5698,3018,8118,7/1/19,7/4/19
5699,7213,8118,7/1/19,7/4/19
5700,6967,8118,7/1/19,7/4/19
5701,3639,8118,7/1/19,7/4/19
5702,8510,2666,7/1/19,7/4/19
5703,5344,2666,7/1/19,7/4/19
5704,1737,2666,7/1/19,7/4/19
5705,1294,2666,7/1/19,7/4/19
5706,3480,2666,7/1/19,7/4/19
5707,3399,2666,7/1/19,7/4/19
5708,5576,2666,7/1/19,7/4/19
5709,5950,9080,7/1/19,7/4/19
5710,7194,9080,7/1/19,7/4/19
5711,6068,1543,7/1/19,7/4/19
5712,4130,1543,7/1/19,7/4/19
5713,7263,1543,7/1/19,7/4/19
5714,5816,1543,7/1/19,7/4/19
5715,2937,1543,7/1/19,7/4/19
5716,5480,6509,7/1/19,7/4/19
5717,9416,6509,7/1/19,7/4/19
5718,4010,6509,7/1/19,7/4/19
5719,3522,6509,7/1/19,7/4/19
5720,2905,6509,7/1/19,7/4/19
5721,5262,4338,7/1/19,7/4/19
5722,2971,8118,7/2/19,7/5/19
5723,3951,8118,7/2/19,7/5/19
5724,2398,8118,7/2/19,7/5/19
5725,1633,8118,7/2/19,7/5/19
5726,4118,8118,7/2/19,7/5/19
5727,7748,8118,7/2/19,7/5/19
5728,7891,8118,7/2/19,7/5/19
5729,1641,8118,7/2/19,7/5/19
5730,2487,2666,7/2/19,7/5/19
5731,4575,2666,7/2/19,7/5/19
5732,3822,2666,7/2/19,7/5/19
5733,6954,2666,7/2/19,7/5/19
5734,4501,2666,7/2/19,7/5/19
5735,4415,2666,7/2/19,7/5/19
5736,7927,2666,7/2/19,7/5/19
5737,2356,2666,7/2/19,7/5/19
5738,4961,2666,7/2/19,7/5/19
5739,9602,2666,7/2/19,7/5/19
5740,7679,9080,7/2/19,7/5/19
5741,4809,1543,7/2/19,7/5/19
5742,2457,1543,7/2/19,7/5/19
5743,2138,6509,7/2/19,7/5/19
5744,8474,6509,7/2/19,7/5/19
5745,7173,6509,7/2/19,7/5/19
5746,2671,6509,7/2/19,7/5/19
5747,5629,6509,7/2/19,7/5/19
5748,4811,6509,7/2/19,7/5/19
5749,8343,6509,7/2/19,7/5/19
5750,7846,8118,7/3/19,7/6/19
5751,4047,8118,7/3/19,7/6/19
5752,9052,8118,7/3/19,7/6/19
5753,5652,8118,7/3/19,7/6/19
5754,6571,8118,7/3/19,7/6/19
5755,3837,8118,7/3/19,7/6/19
5756,4527,8118,7/3/19,7/6/19
5757,9311,2666,7/3/19,7/6/19
5758,4716,2666,7/3/19,7/6/19
5759,7185,2666,7/3/19,7/6/19
5760,8775,2666,7/3/19,7/6/19
5761,7155,2666,7/3/19,7/6/19
5762,6057,9080,7/3/19,7/6/19
5763,5622,9080,7/3/19,7/6/19
5764,4035,9080,7/3/19,7/6/19
5765,4351,9080,7/3/19,7/6/19
5766,4106,1543,7/3/19,7/6/19
5767,8279,6509,7/3/19,7/6/19
5768,3657,6509,7/3/19,7/6/19
5769,5959,6509,7/3/19,7/6/19
5770,6382,6509,7/3/19,7/6/19
5771,7710,6509,7/3/19,7/6/19
5772,5934,6509,7/3/19,7/6/19
5773,5716,6509,7/3/19,7/6/19
5774,9491,6509,7/3/19,7/6/19
5775,4075,6509,7/3/19,7/6/19
5776,7268,6509,7/3/19,7/6/19
5777,4820,6509,7/3/19,7/6/19
5778,4422,8118,7/4/19,7/7/19
5779,2369,8118,7/4/19,7/7/19
5780,9083,8118,7/4/19,7/7/19
5781,6685,8118,7/4/19,7/7/19
5782,6709,8118,7/4/19,7/7/19
5783,1729,8118,7/4/19,7/7/19
5784,5663,8118,7/4/19,7/7/19
5785,6123,8118,7/4/19,7/7/19
5786,1745,8118,7/4/19,7/7/19
5787,4049,8118,7/4/19,7/7/19
5788,6430,8118,7/4/19,7/7/19
5789,3445,8118,7/4/19,7/7/19
5790,6762,8118,7/4/19,7/7/19
5791,6031,8118,7/4/19,7/7/19
5792,3100,2666,7/4/19,7/7/19
5793,7948,2666,7/4/19,7/7/19
5794,1114,2666,7/4/19,7/7/19
5795,2813,2666,7/4/19,7/7/19
5796,1607,2666,7/4/19,7/7/19
5797,5781,2666,7/4/19,7/7/19
5798,2356,2666,7/4/19,7/7/19
5799,1126,2666,7/4/19,7/7/19
5800,8143,2666,7/4/19,7/7/19
5801,7603,1543,7/4/19,7/7/19
5802,9493,6509,7/4/19,7/7/19
5803,8393,6509,7/4/19,7/7/19
5804,4265,6509,7/4/19,7/7/19
5805,7584,6509,7/4/19,7/7/19
5806,6764,6509,7/4/19,7/7/19
5807,5139,6509,7/4/19,7/7/19
5808,1046,6509,7/4/19,7/7/19
5809,1393,6509,7/4/19,7/7/19
5810,5980,6509,7/4/19,7/7/19
5811,4424,6509,7/4/19,7/7/19
5812,1143,4338,7/4/19,7/7/19
5813,6061,8118,7/5/19,7/8/19
5814,2541,8118,7/5/19,7/8/19
5815,7422,8118,7/5/19,7/8/19
5816,3085,8118,7/5/19,7/8/19
5817,5551,8118,7/5/19,7/8/19
5818,5905,8118,7/5/19,7/8/19
5819,2209,8118,7/5/19,7/8/19
5820,3015,8118,7/5/19,7/8/19
5821,4434,8118,7/5/19,7/8/19
5822,3419,8118,7/5/19,7/8/19
5823,1580,8118,7/5/19,7/8/19
5824,3859,2666,7/5/19,7/8/19
5825,4852,2666,7/5/19,7/8/19
5826,2735,2666,7/5/19,7/8/19
5827,2248,2666,7/5/19,7/8/19
5828,1773,2666,7/5/19,7/8/19
5829,3094,2666,7/5/19,7/8/19
5830,9701,1543,7/5/19,7/8/19
5831,5535,6509,7/5/19,7/8/19
5832,6650,6509,7/5/19,7/8/19
5833,8077,6509,7/5/19,7/8/19
